,sample_1,sample_2
"('MAR02110', 'ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067')","{'ENSG00000008394': ('ENSG00000008394', 0.363556078893141, 123.5), 'ENSG00000065621': ('ENSG00000065621', 0.036502796585222264, 12.4), 'ENSG00000084207': ('ENSG00000084207', 0.07123932881954666, 24.2), 'ENSG00000085871': ('ENSG00000085871', 0.015602001766264353, 5.3), 'ENSG00000100577': ('ENSG00000100577', 0.018251398292611132, 6.2), 'ENSG00000133433': ('ENSG00000133433', 0.0035325287017957023, 1.2), 'ENSG00000134201': ('ENSG00000134201', 0.09037385928760673, 30.7), 'ENSG00000134202': ('ENSG00000134202', 0.0509272887842214, 17.3), 'ENSG00000143198': ('ENSG00000143198', 0.13482484545186932, 45.8), 'ENSG00000148834': ('ENSG00000148834', 0.024727700912569928, 8.4), 'ENSG00000163106': ('ENSG00000163106', 0.0026493965263467774, 0.9), 'ENSG00000168765': ('ENSG00000168765', 0.03179275831616133, 10.8), 'ENSG00000170899': ('ENSG00000170899', 0.06387989402413896, 21.7), 'ENSG00000197448': ('ENSG00000197448', 0.047394760082425685, 16.1), 'ENSG00000213366': ('ENSG00000213366', 0.0447453635560789, 15.2)}","{'ENSG00000008394': ('ENSG00000008394', 0.028413575374901353, 7.2), 'ENSG00000065621': ('ENSG00000065621', 0.42462509865824793, 107.6), 'ENSG00000084207': ('ENSG00000084207', 0.2663772691397001, 67.5), 'ENSG00000085871': ('ENSG00000085871', 0.021704814522494082, 5.5), 'ENSG00000100577': ('ENSG00000100577', 0.016179952644041044, 4.1), 'ENSG00000133433': ('ENSG00000133433', 0.056827150749802706, 14.4), 'ENSG00000134201': ('ENSG00000134201', 0.037490134175217044, 9.5), 'ENSG00000134202': ('ENSG00000134202', 0.0382794001578532, 9.7), 'ENSG00000143198': ('ENSG00000143198', 0.06985003946329914, 17.7), 'ENSG00000148834': ('ENSG00000148834', 0.04025256511444357, 10.2), 'ENSG00000163106': ('ENSG00000163106', 1, nan), 'ENSG00000168765': ('ENSG00000168765', 1, nan), 'ENSG00000170899': ('ENSG00000170899', 1, nan), 'ENSG00000197448': ('ENSG00000197448', 1, nan), 'ENSG00000213366': ('ENSG00000213366', 1, nan)}"
"('MAR02111', 'ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067')","{'ENSG00000008394': ('ENSG00000008394', 0.363556078893141, 123.5), 'ENSG00000065621': ('ENSG00000065621', 0.036502796585222264, 12.4), 'ENSG00000084207': ('ENSG00000084207', 0.07123932881954666, 24.2), 'ENSG00000085871': ('ENSG00000085871', 0.015602001766264353, 5.3), 'ENSG00000100577': ('ENSG00000100577', 0.018251398292611132, 6.2), 'ENSG00000133433': ('ENSG00000133433', 0.0035325287017957023, 1.2), 'ENSG00000134201': ('ENSG00000134201', 0.09037385928760673, 30.7), 'ENSG00000134202': ('ENSG00000134202', 0.0509272887842214, 17.3), 'ENSG00000143198': ('ENSG00000143198', 0.13482484545186932, 45.8), 'ENSG00000148834': ('ENSG00000148834', 0.024727700912569928, 8.4), 'ENSG00000163106': ('ENSG00000163106', 0.0026493965263467774, 0.9), 'ENSG00000168765': ('ENSG00000168765', 0.03179275831616133, 10.8), 'ENSG00000170899': ('ENSG00000170899', 0.06387989402413896, 21.7), 'ENSG00000197448': ('ENSG00000197448', 0.047394760082425685, 16.1), 'ENSG00000213366': ('ENSG00000213366', 0.0447453635560789, 15.2)}","{'ENSG00000008394': ('ENSG00000008394', 0.028413575374901353, 7.2), 'ENSG00000065621': ('ENSG00000065621', 0.42462509865824793, 107.6), 'ENSG00000084207': ('ENSG00000084207', 0.2663772691397001, 67.5), 'ENSG00000085871': ('ENSG00000085871', 0.021704814522494082, 5.5), 'ENSG00000100577': ('ENSG00000100577', 0.016179952644041044, 4.1), 'ENSG00000133433': ('ENSG00000133433', 0.056827150749802706, 14.4), 'ENSG00000134201': ('ENSG00000134201', 0.037490134175217044, 9.5), 'ENSG00000134202': ('ENSG00000134202', 0.0382794001578532, 9.7), 'ENSG00000143198': ('ENSG00000143198', 0.06985003946329914, 17.7), 'ENSG00000148834': ('ENSG00000148834', 0.04025256511444357, 10.2), 'ENSG00000163106': ('ENSG00000163106', 1, nan), 'ENSG00000168765': ('ENSG00000168765', 1, nan), 'ENSG00000170899': ('ENSG00000170899', 1, nan), 'ENSG00000197448': ('ENSG00000197448', 1, nan), 'ENSG00000213366': ('ENSG00000213366', 1, nan)}"
"('MAR02112', 'ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067')","{'ENSG00000008394': ('ENSG00000008394', 0.363556078893141, 123.5), 'ENSG00000065621': ('ENSG00000065621', 0.036502796585222264, 12.4), 'ENSG00000084207': ('ENSG00000084207', 0.07123932881954666, 24.2), 'ENSG00000085871': ('ENSG00000085871', 0.015602001766264353, 5.3), 'ENSG00000100577': ('ENSG00000100577', 0.018251398292611132, 6.2), 'ENSG00000133433': ('ENSG00000133433', 0.0035325287017957023, 1.2), 'ENSG00000134201': ('ENSG00000134201', 0.09037385928760673, 30.7), 'ENSG00000134202': ('ENSG00000134202', 0.0509272887842214, 17.3), 'ENSG00000143198': ('ENSG00000143198', 0.13482484545186932, 45.8), 'ENSG00000148834': ('ENSG00000148834', 0.024727700912569928, 8.4), 'ENSG00000163106': ('ENSG00000163106', 0.0026493965263467774, 0.9), 'ENSG00000168765': ('ENSG00000168765', 0.03179275831616133, 10.8), 'ENSG00000170899': ('ENSG00000170899', 0.06387989402413896, 21.7), 'ENSG00000197448': ('ENSG00000197448', 0.047394760082425685, 16.1), 'ENSG00000213366': ('ENSG00000213366', 0.0447453635560789, 15.2)}","{'ENSG00000008394': ('ENSG00000008394', 0.028413575374901353, 7.2), 'ENSG00000065621': ('ENSG00000065621', 0.42462509865824793, 107.6), 'ENSG00000084207': ('ENSG00000084207', 0.2663772691397001, 67.5), 'ENSG00000085871': ('ENSG00000085871', 0.021704814522494082, 5.5), 'ENSG00000100577': ('ENSG00000100577', 0.016179952644041044, 4.1), 'ENSG00000133433': ('ENSG00000133433', 0.056827150749802706, 14.4), 'ENSG00000134201': ('ENSG00000134201', 0.037490134175217044, 9.5), 'ENSG00000134202': ('ENSG00000134202', 0.0382794001578532, 9.7), 'ENSG00000143198': ('ENSG00000143198', 0.06985003946329914, 17.7), 'ENSG00000148834': ('ENSG00000148834', 0.04025256511444357, 10.2), 'ENSG00000163106': ('ENSG00000163106', 1, nan), 'ENSG00000168765': ('ENSG00000168765', 1, nan), 'ENSG00000170899': ('ENSG00000170899', 1, nan), 'ENSG00000197448': ('ENSG00000197448', 1, nan), 'ENSG00000213366': ('ENSG00000213366', 1, nan)}"
"('MAR02113', 'ENSG00000008394 or ENSG00000065621 or ENSG00000084207 or ENSG00000085871 or ENSG00000100577 or ENSG00000133433 or ENSG00000134184 or ENSG00000134201 or ENSG00000134202 or ENSG00000143198 or ENSG00000148834 or ENSG00000163106 or ENSG00000168765 or ENSG00000170899 or ENSG00000174156 or ENSG00000182793 or ENSG00000197448 or ENSG00000213366 or ENSG00000243955 or ENSG00000244067')","{'ENSG00000008394': ('ENSG00000008394', 0.363556078893141, 123.5), 'ENSG00000065621': ('ENSG00000065621', 0.036502796585222264, 12.4), 'ENSG00000084207': ('ENSG00000084207', 0.07123932881954666, 24.2), 'ENSG00000085871': ('ENSG00000085871', 0.015602001766264353, 5.3), 'ENSG00000100577': ('ENSG00000100577', 0.018251398292611132, 6.2), 'ENSG00000133433': ('ENSG00000133433', 0.0035325287017957023, 1.2), 'ENSG00000134201': ('ENSG00000134201', 0.09037385928760673, 30.7), 'ENSG00000134202': ('ENSG00000134202', 0.0509272887842214, 17.3), 'ENSG00000143198': ('ENSG00000143198', 0.13482484545186932, 45.8), 'ENSG00000148834': ('ENSG00000148834', 0.024727700912569928, 8.4), 'ENSG00000163106': ('ENSG00000163106', 0.0026493965263467774, 0.9), 'ENSG00000168765': ('ENSG00000168765', 0.03179275831616133, 10.8), 'ENSG00000170899': ('ENSG00000170899', 0.06387989402413896, 21.7), 'ENSG00000197448': ('ENSG00000197448', 0.047394760082425685, 16.1), 'ENSG00000213366': ('ENSG00000213366', 0.0447453635560789, 15.2)}","{'ENSG00000008394': ('ENSG00000008394', 0.028413575374901353, 7.2), 'ENSG00000065621': ('ENSG00000065621', 0.42462509865824793, 107.6), 'ENSG00000084207': ('ENSG00000084207', 0.2663772691397001, 67.5), 'ENSG00000085871': ('ENSG00000085871', 0.021704814522494082, 5.5), 'ENSG00000100577': ('ENSG00000100577', 0.016179952644041044, 4.1), 'ENSG00000133433': ('ENSG00000133433', 0.056827150749802706, 14.4), 'ENSG00000134201': ('ENSG00000134201', 0.037490134175217044, 9.5), 'ENSG00000134202': ('ENSG00000134202', 0.0382794001578532, 9.7), 'ENSG00000143198': ('ENSG00000143198', 0.06985003946329914, 17.7), 'ENSG00000148834': ('ENSG00000148834', 0.04025256511444357, 10.2), 'ENSG00000163106': ('ENSG00000163106', 1, nan), 'ENSG00000168765': ('ENSG00000168765', 1, nan), 'ENSG00000170899': ('ENSG00000170899', 1, nan), 'ENSG00000197448': ('ENSG00000197448', 1, nan), 'ENSG00000213366': ('ENSG00000213366', 1, nan)}"
"('MAR03537', '')",{},{}
"('MAR03538', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03539', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03540', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03541', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03542', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03543', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03544', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03545', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03546', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03547', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03548', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03549', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03550', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03551', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03552', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03553', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03554', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03555', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03556', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03557', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03558', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03559', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03560', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03561', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03562', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03563', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03564', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03565', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03566', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03567', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03568', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03569', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03570', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03571', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03572', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03573', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03574', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03575', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03576', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03577', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03578', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03579', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03580', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03581', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
"('MAR03582', 'ENSG00000107798 or ENSG00000170835')","{'ENSG00000107798': ('ENSG00000107798', 0.9210526315789473, 10.5), 'ENSG00000170835': ('ENSG00000170835', 0.07894736842105263, 0.9)}","{'ENSG00000107798': ('ENSG00000107798', 1, 22.0), 'ENSG00000170835': ('ENSG00000170835', 1, nan)}"
